step,y0,y1,u,cycle_ms,w_sum,accept_num,x_hat_0,x_hat_1,x_hat_2,x_hat_3
21,1.7640779060684872,0.05522330836388312,3.416978834941248,8.5198,128,128,1.759842801701919,0.05961917060114852,-3.0944099001406684,-0.35804970014370574
22,1.6321555583103222,-0.03067961575771294,3.3586144958747988,10.6299,128,128,1.6275781102309166,-0.025971402805076857,-0.7931282156634345,2.011738628424485
23,1.5615924420675826,-0.05522330836388312,1.5413909836352777,8.2838,128,128,1.5575875847315894,-0.05114529238919842,1.537410603555763,4.24113211996852
24,1.5707963267948966,-0.003067961575771161,-1.3631387953327254,8.4441,128,128,1.5685390540659085,-0.000889314302504815,2.6405414712049162,5.178693605489491
25,1.6229516735830083,0.09203884727313838,-3.783596541255073,7.7656,128,128,1.6226559320963752,0.09216328276184585,1.4535069247727554,3.964806807325419
26,1.6382914814618648,0.15646604036433542,-3.3824506139270403,8.0662,128,128,1.638833565241806,0.15580688411606303,-2.0283370964719585,0.7239824999733837
27,1.586136134673753,0.15646604036433542,-1.370233413313804,9.714,128,128,1.5864679726242683,0.15602000713635877,-5.035733521440486,-1.9767682050099804
28,1.4572817484913592,0.09203884727313838,0.9027299359092386,8.1463,128,128,1.4567549075810677,0.09262253635630707,-6.429147444636822,-3.0230755914027707
29,1.2977477465512524,0.006135923151542766,2.0535952110821243,8.4653,128,128,1.2965320819427777,0.007502273868255249,-5.873064338033461,-2.2455931897773995
30,1.1688933603688585,-0.05522330836388312,2.1067144876896737,7.7837,128,128,1.1673698305404885,-0.05367408604790984,-4.146542314704505,-0.5914067784770832
31,1.0891263593988052,-0.0674951546669682,0.4654434152325027,11.8223,128,128,1.0882464886801893,-0.0666152054927118,-2.2436098898514647,1.1368718781495462
32,1.0615147052168636,-0.03067961575771294,-1.31534921008788,10.0715,128,128,1.0617729981080781,-0.031014481885721923,-1.673800264821639,1.5243616268384481
33,1.055378782065321,0.027611654181941336,-2.7104139425826808,8.1525,128,128,1.0568474906368637,0.02603373514720153,-2.5375879393070875,0.5898646908770384
34,1.033903051034922,0.07056311624273937,-2.534254673047716,8.5429,128,128,1.0360141358714219,0.06832476338493353,-4.585208144107838,-1.40634766693436
35,0.9602719732164113,0.06442719309119704,-1.0426987744817404,8.1949,128,128,0.962071648137724,0.06256856352795015,-6.582940381742173,-3.2568646387784357
36,0.8283496254582462,0.006135923151542766,1.0669081978292698,12.4287,128,128,0.8292246565280702,0.005329869092089035,-7.4936192007092375,-4.008922411110208
37,0.6718835850939109,-0.07669903939428213,2.668783605072393,8.3013,128,128,0.6716551304781108,-0.0763570384687164,-6.662826941946817,-3.1772108427525954
38,0.5338253141842031,-0.14419419406125034,2.8569017426199745,8.8545,128,128,0.5329675081844595,-0.14321915863578455,-4.464935086886993,-1.1713631675887577
39,0.45712627478992107,-0.15953400194010658,1.4498294414499857,9.028,128,128,0.45650583599089367,-0.15889863537026572,-1.9481796095826802,0.9699142724790308
40,0.44485442848683593,-0.11658253987930856,-0.7901516604658366,8.9988,128,128,0.4453143613047237,-0.11709555249012224,-0.5306396512945466,2.0114354807264876
41,0.4632621979414636,-0.04908738521234035,-2.0699746087998867,8.4455,128,128,0.46467428382625553,-0.050602362860423154,-1.079956035558814,1.206483334619214
42,0.46019423636569234,-0.003067961575771161,-1.7724136373833592,13.8933,128,128,0.4619846067318096,-0.004911025864596019,-2.8525946130841096,-0.6289904334313191
43,0.40803888957758055,-0.009203884727313927,0.03166262001503111,8.2372,128,128,0.4091180091056398,-0.01030016131476811,-4.498519506971877,-2.270743187458553
44,0.30679615757712825,-0.06135923151542544,1.8812008905114903,11.5979,128,128,0.30685765550969196,-0.061316537263914186,-4.7177286112365575,-2.4786384730603053
45,0.19941750242513334,-0.12271846303085132,2.7004768383687616,8.2283,128,128,0.19857892275008582,-0.1217574299894169,-3.3420519126924404,-1.2362518362384922
46,0.12885438618239387,-0.15339807878856426,2.111097561932476,9.0278,128,128,0.1278511920684355,-0.1523185160640873,-1.1670508443057273,0.648880853569618
47,0.11658253987930872,-0.1349903093339364,0.5307450279474343,8.3558,128,128,0.11609268877649871,-0.13451986710026836,0.637840934726876,2.0786636473455924
48,0.15033011721279282,-0.07669903939428213,-1.2414343821302483,10.3692,128,128,0.15080281417051855,-0.07725062244319625,1.176229573281493,2.3056791703364143
49,0.1902136176978195,-0.012271846303085088,-2.1562806674360786,8.3173,128,128,0.19150822568435077,-0.013617169801463262,0.1221483425094757,1.1342794559800247
50,0.20248546400090464,0.018407769454627854,-1.0459955406381471,14.1802,128,128,0.20360150570031615,0.017203893255074147,-1.7979861017898155,-0.815918247328004
51,0.16566992509164924,0.006135923151542766,0.04760040168670671,7.9575,128,128,0.16639964846965907,0.00544465868361097,-2.7736165807344086,-1.7107869764531145
52,0.09203884727313846,-0.04601942363656919,2.1595108447528255,9.9561,128,128,0.09152219110231398,-0.045430090048172916,-3.0457350351046086,-1.9674405377653341
53,0.0030679615757712823,-0.11044661672776623,2.863762366263661,15.7873,128,128,0.0016512357071002542,-0.10885301278851828,-1.5743699540784943,-0.5575513101838767
54,-0.06135923151542565,-0.15953400194010658,3.324616904473972,9.4253,128,128,-0.06364052787240784,-0.15712832125138884,0.3456434004867077,1.1138303007835342
55,-0.07669903939428206,-0.16566992509164935,1.91223612753365,8.9214,128,128,-0.07885664419642285,-0.16342838096330875,2.7959785882471526,3.2121644752124396
56,-0.02761165418194154,-0.11658253987930856,-0.11223624617596092,8.1839,128,128,-0.028898393735388467,-0.11532195944601581,4.171320255675945,4.214482959631238
57,0.0674951546669682,-0.027611654181941336,-2.229772395546552,8.9003,128,128,0.06757546010747162,-0.027813146261365454,4.051935049880869,3.8318919272903402
58,0.15339807878856412,0.04908738521234035,-2.4128115991814103,8.0013,128,128,0.15408042725030963,0.04827420006547613,2.017676045070116,1.747553306928806
59,0.19634954084936207,0.08897088569736722,-2.010613049848962,8.8989,128,128,0.19737231759306012,0.08789124832768071,-0.06786699994803874,-0.18940939059029926
60,0.17794177139473438,0.0674951546669682,0.39522990454420337,7.5732,128,128,0.17795933036724776,0.06746587093449848,-2.042479972061058,-1.9669442865378868
61,0.11965050145508001,0.012271846303085088,1.5999344669941442,11.7283,128,128,0.11890974897536767,0.01308453088488554,-1.8148886059795308,-1.59746367329755
62,0.0674951546669682,-0.0337475773334841,1.685278434113493,8.5424,128,128,0.06643723451316774,-0.032590853873978295,-0.5352577390058468,-0.28609887951359286
63,0.0521553467881118,-0.04908738521234035,1.0171529281038478,11.1741,128,128,0.051070953850024914,-0.04800097428524807,0.8960006776417431,1.0224737839558051
64,0.07976700097005335,-0.021475731030399015,-0.7053323656022492,8.0501,128,128,0.07956024145798653,-0.021305939568484828,1.920011350734318,1.9184493471991775
65,0.14112623248547898,0.03681553890925526,-2.2365301082800966,7.5392,128,128,0.141942954234427,0.03587685668339499,1.591859775227536,1.5162094797424965
66,0.20248546400090464,0.09817477042468115,-3.028995370802572,11.6096,128,128,0.20431548948892808,0.09621269037492958,0.05045531321162766,0.05442940536788898
67,0.21475731030398976,0.1135145783035374,-1.567062106232053,10.4356,128,128,0.21634088754540734,0.11185538808618697,-2.418495964698084,-2.1887079326684002
68,0.16873788666742054,0.07976700097005329,-0.002511386097370289,11.9043,128,128,0.1697686335317578,0.07877373735571622,-3.634125961425596,-3.1268226772186303
69,0.07976700097005335,0.006135923151542766,2.045358817558393,8.0021,128,128,0.0795120653142825,0.006502361249882627,-3.762723245678799,-3.064143489260305
70,-0.021475731030398976,-0.08283496254582445,3.6325336518956086,17.3098,128,128,-0.023158438854181784,-0.08103023331638624,-2.2886610366688624,-1.6103304411172328
71,-0.09203884727313846,-0.14419419406125034,3.3265504925032348,8.1087,128,128,-0.0943620847368005,-0.14174657141245325,0.5353642883271779,0.9998515713919047
72,-0.10124273200045232,-0.15033011721279266,1.8539858761204697,11.1237,128,128,-0.10336728073081036,-0.14813174721913436,3.0590147556749283,3.1969519190159312
73,-0.03681553890925539,-0.09203884727313838,-0.7111779860292726,11.0969,128,128,-0.03782111166177455,-0.09109712372978124,4.5702100899501685,4.348664377368608
74,0.07056311624273949,0.009203884727313927,-3.167286989575231,11.371,128,128,0.07129379624303872,0.00837358267877267,4.030120714676167,3.645340365409866
75,0.18100973297050565,0.11044661672776623,-4.141329411216734,17.0602,128,128,0.1830202426109172,0.10824293588550438,1.5840497044634254,1.2249748350160492
76,0.22089323345553233,0.14419419406125034,-2.1772375025876465,11.7293,128,128,0.22262943405903265,0.14233769601620974,-1.9392433704499124,-2.0445163696653696
77,0.17487380981896308,0.1012427320004523,0.3711192214049317,8.1644,128,128,0.17559856178716507,0.10053871631102411,-3.8157433769212274,-3.5912887898275097
78,0.05522330836388308,-0.009203884727313927,3.6641092057344924,8.9698,128,128,0.05385279604998173,-0.00764478965377971,-3.9659731409665047,-3.4867624453562724
79,-0.05522330836388308,-0.11044661672776623,4.132766629567662,8.3665,128,128,-0.057638777557363796,-0.10785096847163984,-1.064102324112988,-0.6314333089491144
80,-0.08283496254582462,-0.1349903093339364,1.9783982773999162,10.3206,128,128,-0.08483430807245951,-0.13292910089039756,2.4816529954361086,2.618929672492169
81,-0.02454369260617026,-0.07976700097005329,-0.9618820117595582,13.9973,128,128,-0.02524214995125857,-0.0791130673391878,4.2290773890767,4.053657829624529
82,0.08283496254582462,0.021475731030399015,-3.2856354120408726,8.7623,128,128,0.08382355778347661,0.020355913677422698,3.572161825865316,3.2382071065585336
83,0.17794177139473438,0.10737865515199507,-3.5152238476096294,7.9307,128,128,0.1797340092902542,0.10540225863473816,0.9308425045475155,0.6414758924848856
84,0.1932815792735908,0.11965050145508016,-1.2684487080505287,8.6018,128,128,0.19451837915657688,0.11835938728832276,-2.18871201345726,-2.2097620476114677
85,0.12885438618239387,0.05829126993965428,1.4323812328470258,9.9994,128,128,0.1287220654112869,0.05848886178522439,-3.475491164734484,-3.2215475058285152
86,0.0337475773334841,-0.027611654181941336,2.8138536685230133,8.0734,128,128,0.03255060195581473,-0.0262619494448519,-2.431481451328356,-2.038867354942916
87,-0.021475731030398976,-0.07669903939428213,2.122301395422244,17.4396,128,128,-0.02283041362057544,-0.07527083852013158,0.026970884507968695,0.3154996387113932
88,-0.009203884727313847,-0.06135923151542544,-0.07370384932848659,9.9304,128,128,-0.009704562763537487,-0.060868853420456205,2.049188433279605,2.138168327703597
89,0.07056311624273949,0.012271846303085088,-2.433321043599222,8.8386,128,128,0.07142884330456123,0.011210958006571663,2.4577738376397615,2.3265184459902164
90,0.17487380981896308,0.11658253987930856,-4.829985383120162,8.4922,128,128,0.17773270270541042,0.11352580443033501,1.0909519072679386,0.9825414013811669
91,0.25464081078901646,0.19941750242513345,-4.9368893165720245,12.5191,128,128,0.25857159700728716,0.1952579362921545,-2.2991862941755,-2.160152736939115
92,0.260776733940559,0.21782527187976086,-3.2246865262926985,9.1456,128,128,0.2647737090413203,0.21366951315579136,-5.751976598197617,-5.190474492603721
93,0.1718058482431918,0.15646604036433542,-0.5130984369783749,8.2432,128,128,0.17477192546496323,0.15354028910421533,-7.98639793350951,-6.9093159268311855
94,0.009203884727313847,0.021475731030399015,3.6469188809198023,16.1659,128,128,0.009680713234114978,0.02109918111499952,-8.317459837637111,-6.946688400171411
95,-0.18407769454627693,-0.1349903093339364,5.434665782384551,9.5261,128,128,-0.18558574024929764,-0.1331805505397683,-5.360676888532191,-3.920867609807825
96,-0.32520392703175593,-0.24543692606170264,5.4286357996955115,8.1333,128,128,-0.3279192894157881,-0.24244035222832547,-1.1301327554128664,0.030147574185733772
97,-0.3620194659410113,-0.26691265709210166,3.22228066981085,11.3171,128,128,-0.3646050539241751,-0.2642118562563817,3.20293090827954,3.7931597806946304
98,-0.28838838812250056,-0.1963495408493623,0.059268376152708246,8.5565,128,128,-0.28982638396981286,-0.1950013872793358,5.8215420055590865,5.758835091123685
99,-0.14419419406125028,-0.06135923151542544,-3.4573519149568614,10.1827,128,128,-0.14355502886034582,-0.06216323575354639,5.955134848658674,5.464166266331909
100,-0.018407769454627694,0.05522330836388312,-3.8414265769920197,7.7692,128,128,-0.016780652056787422,0.05348683246630744,2.755987616983755,2.2274494332085193
101,0.039883500485026674,0.1012427320004523,-1.9492556524526272,10.7573,128,128,0.041252936404652635,0.09974824766171134,-0.6779100396979038,-1.0723497640401929
102,0.018407769454627694,0.07669903939428213,0.1274684675773187,12.3849,128,128,0.019059689285535145,0.07607067814505006,-2.4269193484357303,-2.568117731799693
103,-0.06442719309119693,-0.006135923151542766,2.8032656928183455,8.1478,128,128,-0.06549755542557532,-0.004928638331709263,-2.709801814626024,-2.6599136779187043
104,-0.14726215563702155,-0.08897088569736722,3.545699912204305,11.4611,128,128,-0.1493147363763977,-0.08677379346237604,-0.5647137090545553,-0.5494463499187949
105,-0.17794177139473438,-0.12578642460662248,2.506829862237294,8.0489,128,128,-0.18022453321012766,-0.12342619249551949,2.2683026847189773,2.044338688078022
106,-0.15339807878856412,-0.11044661672776623,0.8460651879088978,13.3436,128,128,-0.155218906852093,-0.10856419973376213,4.076292674792462,3.5951754942812393
107,-0.07669903939428206,-0.052155346788111956,-0.8107994341247248,10.4016,128,128,-0.07767095031393627,-0.05125504204715642,4.6098251789611915,3.8682184547581033
108,0.021475731030398976,0.027611654181941336,-2.4347686484966777,8.1094,128,128,0.02171730265506966,0.027274260525270017,3.8983943477690883,3.061291265332866
109,0.10737865515199488,0.09510680884890954,-2.714346459957337,8.6552,128,128,0.10832268455635458,0.09404306810814977,1.8441694310510979,1.0839910062637612
110,0.14726215563702155,0.11965050145508016,-1.6278063208582685,8.3956,128,128,0.14817805786410432,0.11864324806128718,-0.437885369044944,-0.9899414900010424
111,0.1349903093339364,0.1012427320004523,-0.45644249888195154,9.9337,128,128,0.13558570234011308,0.10065682450529208,-1.7601270394232111,-2.028635096542763
112,0.09203884727313846,0.05829126993965428,0.6786053527101934,10.436,128,128,0.09212843776011514,0.058261984208574064,-2.101294013982759,-2.1317252924595627
113,0.0337475773334841,-0.003067961575771161,2.103899117501696,10.1,128,128,0.03272161385897935,-0.0020002056373724965,-1.629800433501981,-1.5782022073866868
114,-0.015339807878856412,-0.052155346788111956,2.0636169978649406,8.3554,128,128,-0.01676211527417035,-0.05064665571443066,0.07365677685208583,0.09860264516268347
115,-0.02761165418194154,-0.06442719309119704,0.9310108777091664,11.198,128,128,-0.0288465265438544,-0.06311443054837797,1.7095518558406764,1.634074120699566
116,0.0030679615757712823,-0.03988350048502687,-0.18294652284555737,7.8503,128,128,0.0023405991738517026,-0.03918042633662032,2.4178418888303876,2.187290694663421
117,0.05829126993965436,0.006135923151542766,-1.2750464222026312,13.7587,128,128,0.05829050832222187,0.006054258095853534,2.2975818115260225,1.961043701538911
118,0.11658253987930872,0.05522330836388312,-1.8907292108290916,9.8692,128,128,0.11724867617024846,0.0544537746424599,1.3324244171790822,0.9980899403654625
119,0.1564660403643354,0.08897088569736722,-1.892211557810919,9.2708,128,128,0.15753128757905965,0.08781753886164875,-0.10279175367227661,-0.31777439830980875
120,0.1595340019401067,0.08897088569736722,-0.8008339177839201,10.1294,128,128,0.16035450950464725,0.08809765739585206,-1.6172326413071225,-1.6457340540961511
121,0.12885438618239387,0.06442719309119704,-0.18038266447315435,7.6754,128,128,0.12950489930568515,0.063817921838687,-2.1573403229551404,-1.9632963326751667
122,0.0859029241215959,0.024543692606170175,1.0575322936223541,13.0371,128,128,0.08585935772533675,0.024580297301784723,-2.2273483473721214,-1.9381369932027277
123,0.039883500485026674,-0.015339807878856249,1.1999013606397615,7.7832,128,128,0.03944614329704105,-0.014862091310358892,-1.2318455608165342,-0.9168899006799027
124,0.006135923151542565,-0.03988350048502687,0.9808839571019585,10.9013,128,128,0.00559578447740865,-0.039256680201796144,-0.27744036071622996,0.02976290600238829
125,-0.0030679615757712823,-0.04295146206079803,0.3898171008997732,7.8858,128,128,-0.00350108507094438,-0.04248291524922844,0.5064305503912298,0.7345381124070365
126,0.009203884727313847,-0.03067961575771294,0.0618376397313126,12.2229,128,128,0.008899511593815856,-0.03041709175976906,0.8094815761312146,0.9114178073002787
127,0.02761165418194154,-0.012271846303085088,-0.3786064032441338,12.4993,128,128,0.02756851482912093,-0.012255699985668575,0.8455136721303189,0.8749892570781651
128,0.04908738521234052,0.009203884727313927,-0.7153582773476557,9.6166,128,128,0.04934858919617328,0.00891140131880202,0.5466484999061052,0.5528910654878064
129,0.06135923151542565,0.024543692606170175,-0.82206875745935,13.8317,128,128,0.06183742000566669,0.024070404409999427,-0.0668440730670993,-0.00474729934123011
130,0.06135923151542565,0.024543692606170175,-0.12405041140640427,8.4972,128,128,0.06160700726627333,0.02426023826543154,-0.7773402513280923,-0.6773088867427055
131,0.04601942363656923,0.009203884727313927,0.4424713214538973,13.7373,128,128,0.04592459901106729,0.009278113507042909,-0.8594049909347053,-0.7384837167923115
132,0.02454369260617026,-0.009203884727313927,0.6517467779630566,14.6251,128,128,0.024267622637564493,-0.008896956702510063,-0.4977682248855624,-0.3584529373460795
133,0.006135923151542565,-0.024543692606170175,0.6756075155565411,7.7249,128,128,0.005644016134433829,-0.024007900790005206,-0.036996613249235255,0.09030011046032746
134,0.0,-0.027611654181941336,0.35557943034826217,13.0047,128,128,-0.0003776533211444326,-0.02719917437535075,0.4706751575379056,0.5578624939758491
135,0.009203884727313847,-0.021475731030399015,0.17126724598051848,9.5362,128,128,0.008791249908345535,-0.021102261722042968,0.7365046002975293,0.7272498317292938
136,0.02454369260617026,-0.006135923151542766,-0.448115742707613,8.121,128,128,0.024517149685793688,-0.006110290566839281,0.8796389008679287,0.8362207350441885
137,0.04601942363656923,0.012271846303085088,-0.5610841228235803,10.3069,128,128,0.04616964858253765,0.012073975240676379,0.5116218589245562,0.44156679991463615
138,0.05829126993965436,0.024543692606170175,-0.6276483996686163,8.9755,128,128,0.05862663764306821,0.024198989843171287,0.05546881458682443,0.02904333029957204
139,0.05829126993965436,0.024543692606170175,-0.21263091864507172,12.9706,128,128,0.05848616685448761,0.02434051575678978,-0.49859094751646,-0.46644736287645383
140,0.04601942363656923,0.012271846303085088,0.3240392993013396,8.5954,128,128,0.045948739821503,0.012337598339749612,-0.6924182819279311,-0.6205211307508618
141,0.02454369260617026,-0.006135923151542766,0.5549877527554873,14.5495,128,128,0.024254145292540014,-0.005800539815800053,-0.4809368065040879,-0.3687244283226032
142,0.006135923151542565,-0.024543692606170175,0.9868400387816609,9.91,128,128,0.0055021884064545105,-0.023893281858386996,-0.12006370608398464,-0.03926949903930449
143,-0.0030679615757712823,-0.03067961575771294,0.35427115202129905,8.2492,128,128,-0.0035550615068791966,-0.030137158312171237,0.6637141532971098,0.7133365017181046
144,0.0030679615757712823,-0.024543692606170175,0.1725841267850044,20.1988,128,128,0.002659777165885802,-0.02412053949234609,0.8335852691135341,0.8276089436817528
145,0.018407769454627694,-0.012271846303085088,-0.15853098937541552,9.2318,128,128,0.018126400841661432,-0.01201578651558253,0.9302874453774986,0.857401223952872
146,0.039883500485026674,0.003067961575771161,-0.2880304671344156,12.3091,128,128,0.039735525262571764,0.0031525277083507184,0.800174912250364,0.6637477695280483
147,0.05522330836388308,0.015339807878856249,-0.4592528776384599,9.2886,128,128,0.05525657671482515,0.015292012714565798,0.5409951499734321,0.41747367923491996
148,0.06442719309119693,0.024543692606170175,-0.549253907403131,13.5921,128,128,0.06465316342057469,0.02432927535981448,0.13740584942797457,0.07720424541656329
149,0.07056311624273949,0.024543692606170175,0.000749628215202355,11.4651,128,128,0.07052621158487457,0.024507070146285247,-0.2917399044629792,-0.35282469960620727
150,0.06135923151542565,0.018407769454627854,-0.1724443073343724,7.6892,128,128,0.06146297414063776,0.018351810820672155,-0.2740900538707717,-0.24501969102604598
151,0.0521553467881118,0.009203884727313927,0.24342619316117828,13.3462,128,128,0.052026751969085426,0.009331625021506796,-0.4600740089697019,-0.398698697553409
152,0.039883500485026674,-0.003067961575771161,0.5088189219893592,8.7861,128,128,0.03959262954022322,-0.002775535756052167,-0.2672428797408315,-0.20296102714067626
153,0.030679615757712823,-0.012271846303085088,0.41182461617210814,9.9561,128,128,0.03027503966589691,-0.011857369848817988,0.14197673295369106,0.1877317826962699
154,0.02761165418194154,-0.012271846303085088,0.06445834494844664,11.1888,128,128,0.02739248762991406,-0.012008964399699146,0.4293504381496276,0.47860184003039663
155,0.0337475773334841,-0.006135923151542766,-0.10853837942180877,8.2152,128,128,0.03358211263524134,-0.005974740439042445,0.4329980596944038,0.4564587033170271
156,0.04295146206079795,-0.0,-0.01904750781614548,9.3013,128,128,0.042781573272272756,0.00012768779988360274,0.3224776574949596,0.3033629439760506
157,0.04601942363656923,0.003067961575771161,-0.09827366504525169,9.1791,128,128,0.04592187003503042,0.0031747020052493866,0.26314703939835177,0.25554477344121324
158,0.0521553467881118,0.006135923151542766,0.009205289925049626,8.0605,128,128,0.05201763919392478,0.006237110659087695,0.18682808953415264,0.15862332021255804
159,0.05522330836388308,0.009203884727313927,-0.22908650381519696,8.3535,128,128,0.05520548436976072,0.009225712293246606,0.20826765770645317,0.2005360620272838
160,0.06135923151542565,0.015339807878856249,-0.35002250238812704,14.9113,128,128,0.061488163496570825,0.015197244776940334,0.04970037641243599,0.06184025739522991
161,0.06135923151542565,0.018407769454627854,-0.4029116832907421,11.7939,128,128,0.0616026632137182,0.018183528164862947,-0.24913662584611795,-0.1757007945391426
162,0.05829126993965436,0.015339807878856249,0.06923142791636838,10.036,128,128,0.05838781921253026,0.015213273613527877,-0.5700838281246117,-0.4783318302447329
163,0.04601942363656923,0.006135923151542766,0.11650230709068633,9.3113,128,128,0.04602444385236326,0.006148358321651625,-0.48817308654300784,-0.35849193788494427
164,0.03681553890925539,-0.006135923151542766,0.7109858210991545,10.3536,128,128,0.03643212657116771,-0.005804899341680575,-0.38538976897355287,-0.3053332370649222
165,0.02454369260617026,-0.012271846303085088,0.007251418182794154,10.5999,128,128,0.024407334460139943,-0.012062254830487104,0.21916070661967382,0.3306177932343516
166,0.02454369260617026,-0.015339807878856249,0.5357021464400733,14.0946,128,128,0.024077327639371836,-0.014913565046675261,0.11651373469406753,0.16007347143593204
167,0.02454369260617026,-0.012271846303085088,-0.10289145182111287,8.4527,128,128,0.024404408530222008,-0.012095121531022573,0.56976676483527,0.6061582506108106
168,0.02761165418194154,-0.009203884727313927,0.14792461563981862,9.8858,128,128,0.027336736465490313,-0.008917634977180587,0.326624693828712,0.34977695402394043
169,0.030679615757712823,-0.009203884727313927,0.26352299967614656,10.5229,128,128,0.03028531695944452,-0.008833698089977552,0.3886844938660783,0.36624273231104754
170,0.0337475773334841,-0.006135923151542766,-0.03712444740769314,11.8924,128,128,0.03350839779062884,-0.0058777094724911695,0.5590094138809956,0.5310510663737007
171,0.039883500485026674,-0.0,-0.1866888057285343,9.0103,128,128,0.039749867692314124,0.00014718859102111348,0.4487451359316263,0.4261767007729586
172,0.0521553467881118,0.009203884727313927,-0.21689280723764878,8.1885,128,128,0.052147763376748396,0.009167267960015595,0.3242818226645004,0.27650015480713047
173,0.05829126993965436,0.015339807878856249,-0.3976337795359367,10.1927,128,128,0.05839269693795467,0.015240147645513315,0.14647804304209108,0.13168179052528228
174,0.06135923151542565,0.015339807878856249,0.05171902189198524,8.8319,128,128,0.061305761247390345,0.015353308159567383,-0.2003082550270363,-0.20957695557870748
175,0.05829126993965436,0.015339807878856249,-0.3727448683396808,15.2215,128,128,0.05846879821669277,0.015189770979451334,-0.0904446836469046,-0.041512126156904534
176,0.05522330836388308,0.012271846303085088,0.061500528877562646,7.6877,128,128,0.055234522556744096,0.0122442540099639,-0.4334011975095121,-0.36185673990270695
177,0.0521553467881118,0.006135923151542766,0.28250596772849196,8.7259,128,128,0.05201587229000262,0.006217385748667919,-0.2850639192892075,-0.24560687507398699
178,0.04295146206079795,-0.0,0.0948133023264118,12.829,128,128,0.042856919528977695,0.0001327277845270796,-0.0512021891466264,0.023446793082906967
179,0.03681553890925539,-0.006135923151542766,0.3384023728512312,10.5926,128,128,0.036511084983916926,-0.005830281786028755,-0.04466693923054336,0.02137772835635443
180,0.030679615757712823,-0.009203884727313927,0.11136563789858563,8.4987,128,128,0.03048127303402632,-0.00896841589605222,0.19141227115751083,0.26664323445690313
181,0.030679615757712823,-0.009203884727313927,0.1561171744746395,8.5091,128,128,0.030418743316101348,-0.008946405902916326,0.218138328739797,0.2671058520481766
182,0.0337475773334841,-0.006135923151542766,0.04843336438225893,13.6674,128,128,0.03358235300134851,-0.005975906841083591,0.32951576782241465,0.3537300674749517
